"mating.regime","block","sex","agrawal.stock.number","DSPR.stock.number","replicate","total.wt","total.flies","scorer.name","prop.wt","total.wtNOT","most.severe.variants.whole.genome","zhang.radical.score.polarity.and.volume.whole.genome","INDELs.whole.genome"
"cage","9","f","238","11392",2,29,135,"amardeep",0.214814814814815,106,5,296,159
"cage","9","f","238","11392",3,35,132,"amardeep",0.265151515151515,97,5,296,159
"cage","9","f","238","11392",4,30,100,"amardeep",0.3,70,5,296,159
"cage","9","f","238","11392",5,42,117,"amardeep",0.358974358974359,75,5,296,159
"cage","9","f","209","11302",1,27,113,"amardeep",0.238938053097345,86,5,279,123
"cage","9","f","209","11302",2,30,125,"amardeep",0.24,95,5,279,123
"cage","9","f","209","11302",3,31,124,"amardeep",0.25,93,5,279,123
"cage","9","f","209","11302",4,17,134,"amardeep",0.126865671641791,117,5,279,123
"cage","9","f","209","11302",5,28,146,"amardeep",0.191780821917808,118,5,279,123
"cage","9","f","210","11313",1,18,131,"amardeep",0.137404580152672,113,4,297,170
"cage","9","f","210","11313",2,20,141,"amardeep",0.141843971631206,121,4,297,170
"cage","9","f","210","11313",3,24,131,"amardeep",0.183206106870229,107,4,297,170
"cage","9","f","210","11313",4,23,108,"amardeep",0.212962962962963,85,4,297,170
"cage","9","f","210","11313",5,39,135,"amardeep",0.288888888888889,96,4,297,170
"cage","9","f","212","11335",1,37,123,"amardeep",0.300813008130081,86,6,275,138
"cage","9","f","212","11335",2,41,123,"amardeep",0.333333333333333,82,6,275,138
"cage","9","f","212","11335",3,48,113,"amardeep",0.424778761061947,65,6,275,138
"cage","9","f","212","11335",4,38,145,"amardeep",0.262068965517241,107,6,275,138
"cage","9","f","212","11335",5,27,146,"amardeep",0.184931506849315,119,6,275,138
"cage","9","f","213","11336",1,55,160,"amardeep",0.34375,105,8,263,141
"cage","9","f","213","11336",2,32,130,"amardeep",0.246153846153846,98,8,263,141
"cage","9","f","213","11336",3,50,147,"amardeep",0.340136054421769,97,8,263,141
"cage","9","f","213","11336",4,55,157,"amardeep",0.35031847133758,102,8,263,141
"cage","9","f","213","11336",5,48,148,"amardeep",0.324324324324324,100,8,263,141
"cage","9","f","214","11337",1,63,138,"amardeep",0.456521739130435,75,4,262,142
"cage","9","f","214","11337",2,55,133,"amardeep",0.413533834586466,78,4,262,142
"cage","9","f","214","11337",3,36,155,"amardeep",0.232258064516129,119,4,262,142
"cage","9","f","214","11337",4,34,143,"amardeep",0.237762237762238,109,4,262,142
"cage","9","f","214","11337",5,34,142,"amardeep",0.23943661971831,108,4,262,142
"cage","9","f","211","11334",1,24,158,"amardeep",0.151898734177215,134,8,257,134
"cage","9","f","211","11334",2,21,119,"amardeep",0.176470588235294,98,8,257,134
"cage","9","f","211","11334",3,29,129,"amardeep",0.224806201550388,100,8,257,134
"cage","9","f","211","11334",4,15,129,"amardeep",0.116279069767442,114,8,257,134
"cage","9","f","211","11334",5,41,156,"amardeep",0.262820512820513,115,8,257,134
"cage","9","f","99","11140",1,30,143,"amardeep",0.20979020979021,113,9,325,130
"cage","9","f","99","11140",2,37,128,"amardeep",0.2890625,91,9,325,130
"cage","9","f","99","11140",3,24,146,"amardeep",0.164383561643836,122,9,325,130
"cage","9","f","99","11140",4,6,138,"amardeep",0.0434782608695652,132,9,325,130
"cage","9","f","99","11140",5,15,139,"amardeep",0.107913669064748,124,9,325,130
"cage","9","f","221","11349",1,40,137,"amardeep",0.291970802919708,97,8,248,139
"cage","9","f","221","11349",2,26,129,"amardeep",0.201550387596899,103,8,248,139
"cage","9","f","221","11349",3,42,133,"amardeep",0.315789473684211,91,8,248,139
"cage","9","f","221","11349",4,45,153,"amardeep",0.294117647058824,108,8,248,139
"cage","9","f","221","11349",5,32,145,"amardeep",0.220689655172414,113,8,248,139
"cage","9","f","215","11338",1,38,147,"amardeep",0.258503401360544,109,8,291,116
"cage","9","f","215","11338",2,29,161,"amardeep",0.180124223602484,132,8,291,116
"cage","9","f","215","11338",3,29,147,"amardeep",0.197278911564626,118,8,291,116
"cage","9","f","215","11338",4,24,128,"amardeep",0.1875,104,8,291,116
"cage","9","f","215","11338",5,41,149,"amardeep",0.275167785234899,108,8,291,116
"cage","9","f","217","11344",1,73,163,"amardeep",0.447852760736196,90,5,245,123
"cage","9","f","217","11344",2,58,156,"amardeep",0.371794871794872,98,5,245,123
"cage","9","f","217","11344",3,39,140,"amardeep",0.278571428571429,101,5,245,123
"cage","9","f","217","11344",4,34,138,"amardeep",0.246376811594203,104,5,245,123
"cage","9","f","217","11344",5,41,125,"amardeep",0.328,84,5,245,123
"cage","9","f","216","11339",1,17,122,"amardeep",0.139344262295082,105,3,278,128
"cage","9","f","84","11118",1,34,103,"amardeep",0.330097087378641,69,5,293,141
"cage","9","f","84","11118",2,27,154,"amardeep",0.175324675324675,127,5,293,141
"cage","9","f","84","11118",3,51,170,"amardeep",0.3,119,5,293,141
"cage","9","f","84","11118",4,31,134,"amardeep",0.23134328358209,103,5,293,141
"cage","9","f","84","11118",5,39,152,"amardeep",0.256578947368421,113,5,293,141
"cage","9","f","83","11117",1,24,161,"amardeep",0.149068322981366,137,11,268,139
"cage","9","f","83","11117",2,22,155,"amardeep",0.141935483870968,133,11,268,139
"cage","9","f","83","11117",3,23,151,"amardeep",0.152317880794702,128,11,268,139
"cage","9","f","83","11117",4,14,156,"amardeep",0.0897435897435897,142,11,268,139
"cage","9","f","83","11117",5,28,138,"amardeep",0.202898550724638,110,11,268,139
"cage","9","f","70","11099",1,28,143,"amardeep",0.195804195804196,115,5,261,106
"cage","9","f","70","11099",2,32,138,"amardeep",0.231884057971014,106,5,261,106
"cage","9","f","70","11099",3,40,137,"amardeep",0.291970802919708,97,5,261,106
"cage","9","f","70","11099",4,25,158,"amardeep",0.158227848101266,133,5,261,106
"cage","9","f","70","11099",5,46,154,"amardeep",0.298701298701299,108,5,261,106
"cage","9","f","39","11061",1,37,145,"amardeep",0.255172413793103,108,5,278,130
"cage","9","f","39","11061",2,32,116,"amardeep",0.275862068965517,84,5,278,130
"cage","9","f","39","11061",3,53,145,"amardeep",0.36551724137931,92,5,278,130
"cage","9","f","39","11061",4,33,142,"amardeep",0.232394366197183,109,5,278,130
"cage","9","f","39","11061",5,42,163,"amardeep",0.257668711656442,121,5,278,130
"cage","9","f","27","11049",1,38,153,"amardeep",0.248366013071895,115,5,344,110
"cage","9","f","27","11049",2,18,167,"amardeep",0.107784431137725,149,5,344,110
"cage","9","f","27","11049",3,37,149,"amardeep",0.248322147651007,112,5,344,110
"cage","9","f","27","11049",4,31,177,"amardeep",0.175141242937853,146,5,344,110
"cage","9","f","27","11049",5,26,143,"amardeep",0.181818181818182,117,5,344,110
"cage","9","f","12","11025",1,24,148,"amardeep",0.162162162162162,124,5,290,121
"cage","9","f","12","11025",2,39,142,"amardeep",0.274647887323944,103,5,290,121
"cage","9","f","12","11025",3,42,148,"amardeep",0.283783783783784,106,5,290,121
"cage","9","f","12","11025",4,18,152,"amardeep",0.118421052631579,134,5,290,121
"cage","9","f","12","11025",5,20,160,"amardeep",0.125,140,5,290,121
"cage","9","f","208","11301",1,27,128,"amardeep",0.2109375,101,4,288,128
"cage","9","f","208","11301",2,25,110,"amardeep",0.227272727272727,85,4,288,128
"cage","9","f","208","11301",3,25,132,"amardeep",0.189393939393939,107,4,288,128
"cage","9","f","208","11301",4,23,117,"amardeep",0.196581196581197,94,4,288,128
"cage","9","f","208","11301",5,25,111,"amardeep",0.225225225225225,86,4,288,128
"cage","9","f","206","11101",1,39,124,"amardeep",0.314516129032258,85,6,275,146
"cage","9","f","206","11101",2,36,184,"amardeep",0.195652173913043,148,6,275,146
"cage","9","f","206","11101",3,26,102,"amardeep",0.254901960784314,76,6,275,146
"cage","9","f","206","11101",4,14,108,"amardeep",0.12962962962963,94,6,275,146
"cage","9","f","206","11101",5,13,124,"amardeep",0.104838709677419,111,6,275,146
"cage","9","f","203","11032",1,19,109,"amardeep",0.174311926605505,90,4,282,147
"cage","9","f","203","11032",2,24,140,"amardeep",0.171428571428571,116,4,282,147
"cage","9","f","203","11032",3,32,116,"amardeep",0.275862068965517,84,4,282,147
"cage","9","f","203","11032",4,7,106,"amardeep",0.0660377358490566,99,4,282,147
"cage","9","f","203","11032",5,22,107,"amardeep",0.205607476635514,85,4,282,147
"cage","9","f","236","11388",1,28,106,"amardeep",0.264150943396226,78,3,253,115
"cage","9","f","236","11388",2,28,101,"amardeep",0.277227722772277,73,3,253,115
"cage","9","f","236","11388",3,38,121,"amardeep",0.31404958677686,83,3,253,115
"cage","9","f","236","11388",4,44,111,"amardeep",0.396396396396396,67,3,253,115
"cage","9","f","236","11388",5,33,124,"amardeep",0.266129032258065,91,3,253,115
"cage","9","f","147","11255",1,20,113,"amardeep",0.176991150442478,93,4,291,115
"cage","9","f","147","11255",2,23,114,"amardeep",0.201754385964912,91,4,291,115
"cage","9","f","147","11255",3,12,105,"amardeep",0.114285714285714,93,4,291,115
"cage","9","f","147","11255",4,9,110,"amardeep",0.0818181818181818,101,4,291,115
"cage","9","f","147","11255",5,15,108,"amardeep",0.138888888888889,93,4,291,115
"cage","9","f","239","11393",1,20,112,"amardeep",0.178571428571429,92,8,278,136
"cage","9","f","239","11393",2,22,124,"amardeep",0.17741935483871,102,8,278,136
"cage","9","f","239","11393",3,42,137,"amardeep",0.306569343065693,95,8,278,136
"cage","9","f","239","11393",4,37,126,"amardeep",0.293650793650794,89,8,278,136
"cage","9","f","239","11393",5,40,135,"amardeep",0.296296296296296,95,8,278,136
"cage","9","f","79","11111",1,7,132,"amardeep",0.053030303030303,125,5,277,144
"cage","9","f","79","11111",2,29,123,"amardeep",0.235772357723577,94,5,277,144
"cage","9","f","79","11111",3,20,126,"amardeep",0.158730158730159,106,5,277,144
"cage","9","f","250","11412",1,22,126,"amardeep",0.174603174603175,104,7,287,131
"cage","9","f","250","11412",2,16,123,"amardeep",0.130081300813008,107,7,287,131
"cage","9","f","250","11412",3,21,127,"amardeep",0.165354330708661,106,7,287,131
"cage","9","f","106","11149",1,25,117,"amardeep",0.213675213675214,92,6,283,157
"cage","9","f","106","11149",2,52,151,"amardeep",0.344370860927152,99,6,283,157
"cage","9","f","106","11149",3,49,151,"amardeep",0.324503311258278,102,6,283,157
"cage","9","f","106","11149",4,33,143,"amardeep",0.230769230769231,110,6,283,157
"cage","9","f","106","11149",5,37,163,"amardeep",0.226993865030675,126,6,283,157
"cage","9","m","106","11149",1,29,133,"amardeep",0.218045112781955,104,6,283,157
"cage","9","m","106","11149",2,48,141,"amardeep",0.340425531914894,93,6,283,157
"cage","9","m","106","11149",3,22,165,"amardeep",0.133333333333333,143,6,283,157
"cage","9","m","106","11149",4,42,150,"amardeep",0.28,108,6,283,157
"cage","9","m","106","11149",5,30,122,"amardeep",0.245901639344262,92,6,283,157
"cage","9","m","252","11414",1,38,128,"amardeep",0.296875,90,5,274,153
"cage","9","m","252","11414",2,50,119,"amardeep",0.420168067226891,69,5,274,153
"cage","9","m","252","11414",3,29,119,"amardeep",0.243697478991597,90,5,274,153
"cage","9","m","252","11414",4,39,153,"amardeep",0.254901960784314,114,5,274,153
"cage","9","m","252","11414",5,37,124,"amardeep",0.298387096774194,87,5,274,153
"cage","9","m","251","11413",1,34,140,"amardeep",0.242857142857143,106,5,295,143
"cage","9","m","251","11413",2,27,121,"amardeep",0.223140495867769,94,5,295,143
"cage","9","m","251","11413",3,14,116,"amardeep",0.120689655172414,102,5,295,143
"cage","9","m","251","11413",4,26,143,"amardeep",0.181818181818182,117,5,295,143
"cage","9","m","251","11413",5,58,134,"amardeep",0.432835820895522,76,5,295,143
"cage","9","m","245","11407",1,13,154,"amardeep",0.0844155844155844,141,4,285,100
"cage","9","m","245","11407",2,27,120,"amardeep",0.225,93,4,285,100
"cage","9","m","245","11407",3,20,152,"amardeep",0.131578947368421,132,4,285,100
"cage","9","m","244","11406",1,62,135,"amardeep",0.459259259259259,73,4,296,128
"cage","9","m","244","11406",2,38,155,"amardeep",0.245161290322581,117,4,296,128
"cage","9","m","244","11406",3,70,137,"amardeep",0.510948905109489,67,4,296,128
"cage","9","m","244","11406",4,53,151,"amardeep",0.350993377483444,98,4,296,128
"cage","9","m","244","11406",5,32,148,"amardeep",0.216216216216216,116,4,296,128
"cage","9","m","242","11404",1,27,147,"amardeep",0.183673469387755,120,6,248,139
"cage","9","m","242","11404",2,42,143,"amardeep",0.293706293706294,101,6,248,139
"cage","9","m","242","11404",3,5,148,"amardeep",0.0337837837837838,143,6,248,139
"cage","9","m","242","11404",4,38,129,"amardeep",0.294573643410853,91,6,248,139
"cage","9","m","242","11404",5,44,169,"amardeep",0.260355029585799,125,6,248,139
"cage","9","m","241","11403",1,42,165,"amardeep",0.254545454545455,123,5,253,125
"cage","9","m","241","11403",2,39,142,"amardeep",0.274647887323944,103,5,253,125
"cage","9","m","241","11403",3,51,115,"amardeep",0.443478260869565,64,5,253,125
"cage","9","m","241","11403",4,35,121,"amardeep",0.289256198347107,86,5,253,125
"cage","9","m","241","11403",5,68,153,"amardeep",0.444444444444444,85,5,253,125
"cage","9","m","240","11398",1,85,140,"amardeep",0.607142857142857,55,7,285,102
"cage","9","m","240","11398",2,89,159,"amardeep",0.559748427672956,70,7,285,102
"cage","9","m","240","11398",3,40,170,"amardeep",0.235294117647059,130,7,285,102
"cage","9","m","240","11398",4,32,148,"amardeep",0.216216216216216,116,7,285,102
"cage","9","m","240","11398",5,54,150,"amardeep",0.36,96,7,285,102
"cage","9","m","12","11025",1,37,127,"amardeep",0.291338582677165,90,5,290,121
"cage","9","m","12","11025",2,29,119,"amardeep",0.243697478991597,90,5,290,121
"cage","9","m","12","11025",3,63,103,"amardeep",0.611650485436893,40,5,290,121
"cage","9","m","12","11025",4,29,123,"amardeep",0.235772357723577,94,5,290,121
"cage","9","m","12","11025",5,24,107,"amardeep",0.224299065420561,83,5,290,121
"cage","9","m","27","11049",1,52,139,"amardeep",0.37410071942446,87,5,344,110
"cage","9","m","27","11049",2,48,127,"amardeep",0.377952755905512,79,5,344,110
"cage","9","m","27","11049",3,53,148,"amardeep",0.358108108108108,95,5,344,110
"cage","9","m","27","11049",4,55,133,"amardeep",0.413533834586466,78,5,344,110
"cage","9","m","27","11049",5,30,120,"amardeep",0.25,90,5,344,110
"cage","9","m","39","11061",1,53,159,"amardeep",0.333333333333333,106,5,278,130
"cage","9","m","39","11061",2,84,131,"amardeep",0.641221374045801,47,5,278,130
"cage","9","m","39","11061",3,91,142,"amardeep",0.640845070422535,51,5,278,130
"cage","9","m","39","11061",4,25,135,"amardeep",0.185185185185185,110,5,278,130
"cage","9","m","39","11061",5,78,144,"amardeep",0.541666666666667,66,5,278,130
"cage","9","m","250","11412",1,19,172,"amardeep",0.11046511627907,153,7,287,131
"cage","9","m","250","11412",2,50,143,"amardeep",0.34965034965035,93,7,287,131
"cage","9","m","70","11099",1,43,150,"amardeep",0.286666666666667,107,5,261,106
"cage","9","m","70","11099",2,44,127,"amardeep",0.346456692913386,83,5,261,106
"cage","9","m","70","11099",3,18,156,"amardeep",0.115384615384615,138,5,261,106
"cage","9","m","70","11099",4,31,126,"amardeep",0.246031746031746,95,5,261,106
"cage","9","m","70","11099",5,58,174,"amardeep",0.333333333333333,116,5,261,106
"cage","9","m","79","11111",1,15,150,"amardeep",0.1,135,5,277,144
"cage","9","m","79","11111",2,66,173,"amardeep",0.38150289017341,107,5,277,144
"cage","9","m","79","11111",3,18,139,"amardeep",0.129496402877698,121,5,277,144
"cage","9","m","79","11111",4,56,170,"amardeep",0.329411764705882,114,5,277,144
"cage","9","m","83","11117",1,70,129,"amardeep",0.542635658914729,59,11,268,139
"cage","9","m","83","11117",2,72,142,"amardeep",0.507042253521127,70,11,268,139
"cage","9","m","83","11117",3,27,135,"amardeep",0.2,108,11,268,139
"cage","9","m","83","11117",4,12,137,"amardeep",0.0875912408759124,125,11,268,139
"cage","9","m","83","11117",5,56,161,"amardeep",0.347826086956522,105,11,268,139
"cage","9","m","84","11118",1,66,179,"amardeep",0.368715083798883,113,5,293,141
"cage","9","m","84","11118",2,21,165,"amardeep",0.127272727272727,144,5,293,141
"cage","9","m","84","11118",3,66,145,"amardeep",0.455172413793103,79,5,293,141
"cage","9","m","84","11118",4,38,151,"amardeep",0.251655629139073,113,5,293,141
"cage","9","m","84","11118",5,24,144,"amardeep",0.166666666666667,120,5,293,141
"cage","9","m","99","11140",1,14,144,"amardeep",0.0972222222222222,130,9,325,130
"cage","9","m","99","11140",2,19,183,"amardeep",0.103825136612022,164,9,325,130
"cage","9","m","99","11140",3,33,152,"amardeep",0.217105263157895,119,9,325,130
"cage","9","m","99","11140",4,26,139,"amardeep",0.18705035971223,113,9,325,130
"cage","9","m","99","11140",5,7,150,"amardeep",0.0466666666666667,143,9,325,130
"cage","9","m","239","11393",1,74,148,"amardeep",0.5,74,8,278,136
"cage","9","m","239","11393",2,44,164,"amardeep",0.268292682926829,120,8,278,136
"cage","9","m","239","11393",3,6,143,"amardeep",0.041958041958042,137,8,278,136
"cage","9","m","239","11393",4,23,143,"amardeep",0.160839160839161,120,8,278,136
"cage","9","m","239","11393",5,20,154,"amardeep",0.12987012987013,134,8,278,136
"cage","9","m","238","11392",1,45,139,"amardeep",0.323741007194245,94,5,296,159
"cage","9","m","238","11392",2,50,143,"amardeep",0.34965034965035,93,5,296,159
"cage","9","m","238","11392",3,63,136,"amardeep",0.463235294117647,73,5,296,159
"cage","9","m","238","11392",4,42,133,"amardeep",0.315789473684211,91,5,296,159
"cage","9","m","238","11392",5,42,122,"amardeep",0.344262295081967,80,5,296,159
"cage","9","m","237","11389",1,32,154,"amardeep",0.207792207792208,122,7,299,121
"cage","9","m","237","11389",2,109,144,"amardeep",0.756944444444444,35,7,299,121
"cage","9","m","237","11389",3,54,135,"amardeep",0.4,81,7,299,121
"cage","9","m","237","11389",4,23,166,"amardeep",0.13855421686747,143,7,299,121
"cage","9","m","237","11389",5,31,163,"amardeep",0.190184049079755,132,7,299,121
"cage","9","m","217","11344",1,13,112,"amardeep",0.116071428571429,99,5,245,123
"cage","9","m","217","11344",2,41,184,"amardeep",0.222826086956522,143,5,245,123
"cage","9","m","217","11344",3,55,119,"amardeep",0.46218487394958,64,5,245,123
"cage","9","m","217","11344",4,50,149,"amardeep",0.335570469798658,99,5,245,123
"cage","9","m","217","11344",5,41,132,"amardeep",0.310606060606061,91,5,245,123
"cage","9","m","221","11349",1,22,140,"amardeep",0.157142857142857,118,8,248,139
"cage","9","m","221","11349",2,60,143,"amardeep",0.41958041958042,83,8,248,139
"cage","9","m","221","11349",3,12,112,"amardeep",0.107142857142857,100,8,248,139
"cage","9","m","221","11349",4,42,133,"amardeep",0.315789473684211,91,8,248,139
"cage","9","m","221","11349",5,70,123,"amardeep",0.569105691056911,53,8,248,139
"cage","9","m","209","11302",1,53,109,"amardeep",0.486238532110092,56,5,279,123
"cage","9","m","209","11302",2,8,118,"amardeep",0.0677966101694915,110,5,279,123
"cage","9","m","209","11302",3,37,129,"amardeep",0.286821705426357,92,5,279,123
"cage","9","m","209","11302",4,26,108,"amardeep",0.240740740740741,82,5,279,123
"cage","9","m","209","11302",5,29,145,"amardeep",0.2,116,5,279,123
"cage","9","m","211","11334",1,7,110,"amardeep",0.0636363636363636,103,8,257,134
"cage","9","m","211","11334",2,31,125,"amardeep",0.248,94,8,257,134
"cage","9","m","211","11334",3,30,123,"amardeep",0.24390243902439,93,8,257,134
"cage","9","m","211","11334",4,34,128,"amardeep",0.265625,94,8,257,134
"cage","9","m","211","11334",5,46,110,"amardeep",0.418181818181818,64,8,257,134
"cage","9","m","212","11335",1,13,126,"amardeep",0.103174603174603,113,6,275,138
"cage","9","m","212","11335",2,46,123,"amardeep",0.373983739837398,77,6,275,138
"cage","9","m","212","11335",3,39,107,"amardeep",0.364485981308411,68,6,275,138
"cage","9","m","212","11335",4,41,108,"amardeep",0.37962962962963,67,6,275,138
"cage","9","m","212","11335",5,34,128,"amardeep",0.265625,94,6,275,138
"cage","9","m","210","11313",1,32,138,"amardeep",0.231884057971014,106,4,297,170
"cage","9","m","210","11313",2,25,115,"amardeep",0.217391304347826,90,4,297,170
"cage","9","m","210","11313",3,0,114,"amardeep",0,114,4,297,170
"cage","9","m","210","11313",4,47,149,"amardeep",0.315436241610738,102,4,297,170
"cage","9","m","210","11313",5,23,126,"amardeep",0.182539682539683,103,4,297,170
"cage","9","m","213","11336",1,23,115,"amardeep",0.2,92,8,263,141
"cage","9","m","213","11336",2,33,106,"amardeep",0.311320754716981,73,8,263,141
"cage","9","m","213","11336",3,25,123,"amardeep",0.203252032520325,98,8,263,141
"cage","9","m","213","11336",4,96,131,"amardeep",0.732824427480916,35,8,263,141
"cage","9","m","213","11336",5,35,110,"amardeep",0.318181818181818,75,8,263,141
"cage","9","m","214","11337",1,21,127,"amardeep",0.165354330708661,106,4,262,142
"cage","9","m","214","11337",2,10,125,"amardeep",0.08,115,4,262,142
"cage","9","m","214","11337",3,17,122,"amardeep",0.139344262295082,105,4,262,142
"cage","9","m","214","11337",4,47,132,"amardeep",0.356060606060606,85,4,262,142
"cage","9","m","214","11337",5,42,113,"amardeep",0.371681415929204,71,4,262,142
"cage","9","m","215","11338",1,25,133,"amardeep",0.18796992481203,108,8,291,116
"cage","9","m","215","11338",2,20,128,"amardeep",0.15625,108,8,291,116
"cage","9","m","215","11338",3,26,119,"amardeep",0.218487394957983,93,8,291,116
"cage","9","m","215","11338",4,7,127,"amardeep",0.0551181102362205,120,8,291,116
"cage","9","m","215","11338",5,26,147,"amardeep",0.17687074829932,121,8,291,116
"cage","9","m","216","11339",1,30,110,"amardeep",0.272727272727273,80,3,278,128
"cage","9","m","216","11339",2,37,114,"amardeep",0.324561403508772,77,3,278,128
"cage","9","m","247","11409",1,58,120,"amardeep",0.483333333333333,62,5,233,126
"cage","9","m","247","11409",2,74,128,"amardeep",0.578125,54,5,233,126
"cage","9","m","247","11409",3,66,127,"amardeep",0.519685039370079,61,5,233,126
"cage","9","m","247","11409",4,69,146,"amardeep",0.472602739726027,77,5,233,126
"cage","9","m","247","11409",5,42,116,"amardeep",0.362068965517241,74,5,233,126
"cage","9","m","248","11410",1,52,108,"amardeep",0.481481481481481,56,3,221,132
"cage","9","m","248","11410",2,21,115,"amardeep",0.182608695652174,94,3,221,132
"cage","9","m","248","11410",3,31,143,"amardeep",0.216783216783217,112,3,221,132
"cage","9","m","248","11410",4,38,128,"amardeep",0.296875,90,3,221,132
"cage","9","m","248","11410",5,10,115,"amardeep",0.0869565217391304,105,3,221,132
"cage","9","m","208","11301",1,10,114,"amardeep",0.087719298245614,104,4,288,128
"cage","9","m","208","11301",2,29,114,"amardeep",0.254385964912281,85,4,288,128
"cage","9","m","208","11301",3,19,136,"amardeep",0.139705882352941,117,4,288,128
"cage","9","m","208","11301",4,10,131,"amardeep",0.0763358778625954,121,4,288,128
"cage","9","m","208","11301",5,32,128,"amardeep",0.25,96,4,288,128
"cage","9","m","223","11351",1,24,111,"amardeep",0.216216216216216,87,4,246,105
"cage","9","m","223","11351",2,51,126,"amardeep",0.404761904761905,75,4,246,105
"cage","9","m","223","11351",3,18,124,"amardeep",0.145161290322581,106,4,246,105
"cage","9","m","223","11351",4,23,125,"amardeep",0.184,102,4,246,105
"cage","9","m","223","11351",5,31,112,"amardeep",0.276785714285714,81,4,246,105
"cage","9","m","226","11355",1,28,113,"amardeep",0.247787610619469,85,5,262,156
"cage","9","m","226","11355",2,12,117,"amardeep",0.102564102564103,105,5,262,156
"cage","9","m","226","11355",3,52,119,"amardeep",0.436974789915966,67,5,262,156
"cage","9","m","226","11355",4,67,133,"amardeep",0.503759398496241,66,5,262,156
"cage","9","m","226","11355",5,39,152,"amardeep",0.256578947368421,113,5,262,156
"cage","9","m","228","11367",1,56,129,"amardeep",0.434108527131783,73,5,259,117
"cage","9","m","228","11367",2,68,125,"amardeep",0.544,57,5,259,117
"cage","9","m","228","11367",3,22,122,"amardeep",0.180327868852459,100,5,259,117
"cage","9","m","228","11367",4,32,120,"amardeep",0.266666666666667,88,5,259,117
"cage","9","m","228","11367",5,63,131,"amardeep",0.480916030534351,68,5,259,117
"cage","9","m","230","11370",1,58,148,"amardeep",0.391891891891892,90,5,262,135
"cage","9","m","230","11370",2,17,135,"amardeep",0.125925925925926,118,5,262,135
"cage","9","m","230","11370",3,37,121,"amardeep",0.305785123966942,84,5,262,135
"cage","9","m","230","11370",4,31,141,"amardeep",0.219858156028369,110,5,262,135
"cage","9","m","230","11370",5,57,130,"amardeep",0.438461538461538,73,5,262,135
"cage","9","m","232","11374",1,45,140,"amardeep",0.321428571428571,95,11,318,147
"cage","9","m","232","11374",2,20,136,"amardeep",0.147058823529412,116,11,318,147
"cage","9","m","232","11374",3,41,119,"amardeep",0.34453781512605,78,11,318,147
"cage","9","m","232","11374",4,30,108,"amardeep",0.277777777777778,78,11,318,147
"cage","9","m","232","11374",5,38,144,"amardeep",0.263888888888889,106,11,318,147
"cage","9","m","233","11375",1,80,124,"amardeep",0.645161290322581,44,8,338,137
"cage","9","m","233","11375",2,59,116,"amardeep",0.508620689655172,57,8,338,137
"cage","9","m","233","11375",3,59,128,"amardeep",0.4609375,69,8,338,137
"cage","9","m","233","11375",4,101,150,"amardeep",0.673333333333333,49,8,338,137
"cage","9","m","233","11375",5,71,130,"amardeep",0.546153846153846,59,8,338,137
"cage","9","m","234","11380",1,20,123,"amardeep",0.16260162601626,103,4,289,145
"cage","9","m","234","11380",2,39,133,"amardeep",0.293233082706767,94,4,289,145
"cage","9","m","234","11380",3,5,113,"amardeep",0.0442477876106195,108,4,289,145
"cage","9","m","234","11380",4,61,109,"amardeep",0.559633027522936,48,4,289,145
"cage","9","m","234","11380",5,33,112,"amardeep",0.294642857142857,79,4,289,145
"cage","9","m","132","11224",1,8,130,"amardeep",0.0615384615384615,122,2,277,134
"cage","9","m","132","11224",2,22,100,"amardeep",0.22,78,2,277,134
"cage","9","m","132","11224",3,16,132,"amardeep",0.121212121212121,116,2,277,134
"cage","9","m","132","11224",4,17,120,"amardeep",0.141666666666667,103,2,277,134
"cage","9","m","132","11224",5,22,151,"amardeep",0.145695364238411,129,2,277,134
"cage","9","m","147","11255",1,2,118,"amardeep",0.0169491525423729,116,4,291,115
"cage","9","m","147","11255",2,18,164,"amardeep",0.109756097560976,146,4,291,115
"cage","9","m","147","11255",3,28,164,"amardeep",0.170731707317073,136,4,291,115
"cage","9","m","147","11255",4,38,144,"amardeep",0.263888888888889,106,4,291,115
"cage","9","m","147","11255",5,19,120,"amardeep",0.158333333333333,101,4,291,115
"cage","9","m","236","11388",1,49,125,"amardeep",0.392,76,3,253,115
"cage","9","m","236","11388",2,39,115,"amardeep",0.339130434782609,76,3,253,115
"cage","9","m","236","11388",3,85,139,"amardeep",0.611510791366906,54,3,253,115
"cage","9","m","236","11388",4,42,131,"amardeep",0.320610687022901,89,3,253,115
"cage","9","m","236","11388",5,74,163,"amardeep",0.45398773006135,89,3,253,115
"cage","9","m","202","11008",1,38,140,"amardeep",0.271428571428571,102,5,261,103
"cage","9","m","202","11008",2,16,113,"amardeep",0.141592920353982,97,5,261,103
"cage","9","m","202","11008",3,38,131,"amardeep",0.290076335877863,93,5,261,103
"cage","9","m","202","11008",4,23,130,"amardeep",0.176923076923077,107,5,261,103
"cage","9","m","202","11008",5,23,121,"amardeep",0.190082644628099,98,5,261,103
"cage","9","m","203","11032",1,34,108,"amardeep",0.314814814814815,74,4,282,147
"cage","9","m","203","11032",2,43,137,"amardeep",0.313868613138686,94,4,282,147
"cage","9","m","203","11032",3,19,113,"amardeep",0.168141592920354,94,4,282,147
"cage","9","m","203","11032",4,10,114,"amardeep",0.087719298245614,104,4,282,147
