mating.regime,block,sex,agrawal.stock.number,DSPR.stock.number,replicate,total.wt,total.flies,scorer.name
cage,9,m,214,11337,4,47,132,amardeep
cage,9,m,214,11337,5,42,113,amardeep
cage,9,m,215,11338,1,25,133,amardeep
cage,9,m,215,11338,2,20,128,amardeep
cage,9,m,215,11338,3,26,119,amardeep
cage,9,m,215,11338,4,7,127,amardeep
cage,9,m,215,11338,5,26,147,amardeep
cage,9,m,216,11339,1,30,110,amardeep
cage,9,m,216,11339,2,37,114,amardeep
cage,9,m,247,11409,1,58,120,amardeep
cage,9,m,247,11409,2,74,128,amardeep
cage,9,m,247,11409,3,66,127,amardeep
cage,9,m,247,11409,4,69,146,amardeep
cage,9,m,247,11409,5,42,116,amardeep
cage,9,m,248,11410,1,52,108,amardeep
cage,9,m,248,11410,2,21,115,amardeep
cage,9,m,248,11410,3,31,143,amardeep
cage,9,m,248,11410,4,38,128,amardeep
cage,9,m,248,11410,5,10,115,amardeep
cage,9,m,208,11301,1,10,114,amardeep
cage,9,m,208,11301,2,29,114,amardeep
cage,9,m,208,11301,3,19,136,amardeep
cage,9,m,208,11301,4,10,131,amardeep
cage,9,m,208,11301,5,32,128,amardeep
cage,9,m,223,11351,1,24,111,amardeep
cage,9,m,223,11351,2,51,126,amardeep
cage,9,m,223,11351,3,18,124,amardeep
cage,9,m,223,11351,4,23,125,amardeep
cage,9,m,223,11351,5,31,112,amardeep
cage,9,m,226,11355,1,28,113,amardeep
cage,9,m,226,11355,2,12,117,amardeep
cage,9,m,226,11355,3,52,119,amardeep
cage,9,m,226,11355,4,67,133,amardeep
cage,9,m,226,11355,5,39,152,amardeep
cage,9,m,228,11367,1,56,129,amardeep
cage,9,m,228,11367,2,68,125,amardeep
cage,9,m,228,11367,3,22,122,amardeep
cage,9,m,228,11367,4,32,120,amardeep
cage,9,m,228,11367,5,63,131,amardeep
cage,9,m,230,11370,1,58,148,amardeep
cage,9,m,230,11370,2,17,135,amardeep
cage,9,m,230,11370,3,37,121,amardeep
cage,9,m,230,11370,4,31,141,amardeep
cage,9,m,230,11370,5,57,130,amardeep
cage,9,m,232,11374,1,45,140,amardeep
cage,9,m,232,11374,2,20,136,amardeep
cage,9,m,232,11374,3,41,119,amardeep
cage,9,m,232,11374,4,30,108,amardeep
cage,9,m,232,11374,5,38,144,amardeep
cage,9,m,233,11375,1,80,124,amardeep
cage,9,m,233,11375,2,59,116,amardeep
cage,9,m,233,11375,3,59,128,amardeep
cage,9,m,233,11375,4,101,150,amardeep
cage,9,m,233,11375,5,71,130,amardeep
cage,9,m,234,11380,1,20,123,amardeep
cage,9,m,234,11380,2,39,133,amardeep
cage,9,m,234,11380,3,5,113,amardeep
cage,9,m,234,11380,4,61,109,amardeep
cage,9,m,234,11380,5,33,112,amardeep
cage,9,m,132,11224,1,8,130,amardeep
cage,9,m,132,11224,2,22,100,amardeep
cage,9,m,132,11224,3,16,132,amardeep
cage,9,m,132,11224,4,17,120,amardeep
cage,9,m,132,11224,5,22,151,amardeep
cage,9,m,147,11255,1,2,118,amardeep
cage,9,m,147,11255,2,18,164,amardeep
cage,9,m,147,11255,3,28,164,amardeep
cage,9,m,147,11255,4,38,144,amardeep
cage,9,m,147,11255,5,19,120,amardeep
cage,9,m,236,11388,1,49,125,amardeep
cage,9,m,236,11388,2,39,115,amardeep
cage,9,m,236,11388,3,85,139,amardeep
cage,9,m,236,11388,4,42,131,amardeep
cage,9,m,236,11388,5,74,163,amardeep
cage,9,m,202,11008,1,38,140,amardeep
cage,9,m,202,11008,2,16,113,amardeep
cage,9,m,202,11008,3,38,131,amardeep
cage,9,m,202,11008,4,23,130,amardeep
cage,9,m,202,11008,5,23,121,amardeep
cage,9,m,203,11032,1,34,108,amardeep
cage,9,m,203,11032,2,43,137,amardeep
cage,9,m,203,11032,3,19,113,amardeep
cage,9,m,203,11032,4,10,114,amardeep
cage,9,m,203,11032,5,16,111,amardeep
cage,9,m,205,11098,1,44,132,amardeep
cage,9,m,205,11098,2,4,112,amardeep
cage,9,m,205,11098,3,48,121,amardeep
cage,9,m,205,11098,4,35,127,amardeep
cage,9,m,205,11098,5,45,118,amardeep
cage,9,m,206,11101,1,31,118,amardeep
cage,9,m,206,11101,2,41,110,amardeep
cage,9,m,206,11101,3,23,150,amardeep
cage,9,m,206,11101,4,14,136,amardeep
cage,9,m,206,11101,5,104,145,amardeep
cage,9,m,207,11150,1,42,121,amardeep
cage,9,m,207,11150,2,31,115,amardeep
cage,9,m,207,11150,3,39,116,amardeep
cage,9,m,207,11150,4,15,132,amardeep
cage,9,m,207,11150,5,24,132,amardeep
cage,12,m,286,11469,1,86,147,amardeep
cage,12,m,286,11469,2,63,135,amardeep
cage,12,m,286,11469,3,26,133,amardeep
cage,12,m,286,11469,4,54,123,amardeep
cage,12,m,286,11469,5,79,145,amardeep
cage,12,m,285,11468,1,29,127,amardeep
cage,12,m,285,11468,2,58,132,amardeep
cage,12,m,285,11468,3,58,143,amardeep
cage,12,m,285,11468,4,45,125,amardeep
cage,12,m,285,11468,5,74,130,amardeep
cage,12,m,284,11466,1,23,121,amardeep
cage,12,m,284,11466,2,50,131,amardeep
cage,12,m,284,11466,3,47,132,amardeep
cage,12,m,284,11466,4,64,163,amardeep
cage,12,m,284,11466,5,31,128,amardeep
cage,12,m,282,11464,1,31,138,amardeep
cage,12,m,282,11464,2,30,115,amardeep
cage,12,m,282,11464,3,63,128,amardeep
cage,12,m,282,11464,4,39,130,amardeep
cage,12,m,282,11464,5,43,140,amardeep
cage,12,m,281,11462,1,64,137,amardeep
cage,12,m,281,11462,2,46,131,amardeep
cage,12,m,281,11462,3,47,130,amardeep
cage,12,m,281,11462,4,23,124,amardeep
cage,12,m,281,11462,5,6,119,amardeep
cage,12,m,280,11461,1,46,140,amardeep
cage,12,m,280,11461,2,41,141,amardeep
cage,12,m,280,11461,3,74,138,amardeep
cage,12,m,280,11461,4,29,139,amardeep
cage,12,m,280,11461,5,44,120,amardeep
cage,12,m,278,11457,1,33,113,amardeep
cage,12,m,278,11457,2,43,129,amardeep
cage,12,m,278,11457,3,74,135,amardeep
cage,12,m,278,11457,4,48,130,amardeep
cage,12,m,278,11457,5,50,116,amardeep
cage,12,m,276,11455,1,16,138,amardeep
cage,12,m,276,11455,2,57,137,amardeep
cage,12,m,276,11455,3,43,128,amardeep
cage,12,m,276,11455,4,40,120,amardeep
cage,12,m,276,11455,5,38,121,amardeep
cage,12,m,290,11475,1,36,130,amardeep
cage,12,m,290,11475,2,54,137,amardeep
cage,12,m,290,11475,3,34,150,amardeep
cage,12,m,290,11475,4,58,145,amardeep
cage,12,m,290,11475,5,39,152,amardeep
cage,12,m,293,11478,1,65,137,amardeep
cage,12,m,293,11478,2,52,145,amardeep
cage,12,m,293,11478,3,52,133,amardeep
cage,12,m,293,11478,4,51,126,amardeep
cage,12,m,293,11478,5,37,115,amardeep
cage,12,m,294,12009,1,56,134,amardeep
cage,12,m,294,12009,2,18,121,amardeep
cage,12,m,294,12009,3,32,117,amardeep
cage,12,m,294,12009,4,20,149,amardeep
cage,12,m,294,12009,5,43,131,amardeep
cage,12,m,295,12011,1,40,134,amardeep
cage,12,m,295,12011,2,47,128,amardeep
cage,12,m,295,12011,3,79,129,amardeep
cage,12,m,295,12011,4,53,121,amardeep
cage,12,m,295,12011,5,73,132,amardeep
cage,12,m,299,12039,1,55,121,amardeep
cage,12,m,299,12039,2,32,120,amardeep
cage,12,m,299,12039,3,79,132,amardeep
cage,12,m,299,12039,4,58,127,amardeep
cage,12,m,299,12039,5,57,116,amardeep
cage,12,m,289,11473,1,61,144,amardeep
cage,12,m,289,11473,2,50,116,amardeep
cage,12,m,289,11473,3,44,116,amardeep
cage,12,m,289,11473,4,74,113,amardeep
cage,12,m,289,11473,5,51,122,amardeep
cage,12,m,288,11472,1,80,120,amardeep
cage,12,m,288,11472,2,61,129,amardeep
cage,12,m,287,11471,1,41,126,amardeep
cage,12,m,287,11471,2,49,126,amardeep
cage,12,m,287,11471,3,71,130,amardeep
cage,12,m,287,11471,4,44,144,amardeep
cage,12,m,287,11471,5,59,112,amardeep
cage,12,m,332,12132,1,19,135,daniel
cage,12,m,332,12132,2,52,133,daniel
cage,12,m,332,12132,3,25,115,daniel
cage,12,m,332,12132,4,9,128,daniel
cage,12,m,332,12132,5,34,115,daniel
cage,12,m,328,12128,1,19,123,daniel
cage,12,m,328,12128,2,49,107,daniel
cage,12,m,328,12128,3,62,141,daniel
cage,12,m,328,12128,4,64,105,daniel
cage,12,m,328,12128,5,25,133,daniel
cage,12,m,327,12127,1,45,124,daniel
cage,12,m,327,12127,2,70,113,daniel
cage,12,m,327,12127,3,40,124,daniel
cage,12,m,327,12127,4,60,120,daniel
cage,12,m,327,12127,5,48,108,daniel
cage,12,m,320,12117,1,55,140,daniel
cage,12,m,320,12117,2,39,110,daniel
cage,12,m,320,12117,3,47,114,daniel
cage,12,m,320,12117,4,40,117,daniel
cage,12,m,320,12117,5,33,106,daniel
cage,12,m,319,12115,1,33,122,daniel
cage,12,m,319,12115,2,44,137,daniel
cage,12,m,319,12115,3,30,107,daniel
cage,12,m,319,12115,4,56,127,daniel
cage,12,m,319,12115,5,64,123,daniel
cage,12,m,313,12105,1,33,109,daniel
cage,12,m,313,12105,2,32,146,daniel
cage,12,m,313,12105,3,40,138,daniel
cage,12,m,313,12105,4,39,117,daniel
cage,12,m,313,12105,5,30,139,daniel
cage,12,m,310,12101,1,36,132,daniel
cage,12,m,310,12101,2,78,136,daniel
cage,12,m,310,12101,3,74,139,daniel
cage,12,m,310,12101,4,75,125,daniel
cage,12,m,310,12101,5,24,131,daniel
cage,12,m,307,12083,1,68,145,daniel
cage,12,m,307,12083,2,27,127,daniel
cage,12,m,307,12083,3,35,131,daniel
cage,12,m,307,12083,4,43,125,daniel
cage,12,m,307,12083,5,30,150,daniel
cage,12,m,305,12080,1,20,149,daniel
cage,12,m,305,12080,2,21,148,daniel
cage,12,m,305,12080,3,43,131,daniel
cage,12,m,305,12080,4,41,107,daniel
cage,12,m,305,12080,5,27,122,daniel
cage,12,m,300,12041,1,16,113,daniel
cage,12,m,300,12041,2,38,112,daniel
cage,12,m,300,12041,3,65,117,daniel
cage,12,m,300,12041,4,36,117,daniel
cage,12,m,300,12041,5,42,127,daniel
cage,12,m,266,11439,1,29,115,daniel
cage,12,m,266,11439,2,40,118,daniel
cage,12,m,266,11439,3,28,128,daniel
cage,12,m,266,11439,4,27,140,daniel
cage,12,m,266,11439,5,32,140,daniel
cage,12,m,264,11436,1,63,128,daniel
cage,12,m,264,11436,2,28,137,daniel
cage,12,m,264,11436,3,38,121,daniel
cage,12,m,264,11436,4,44,116,daniel
cage,12,m,264,11436,5,43,106,daniel
cage,12,m,263,11435,1,41,121,daniel
cage,12,m,263,11435,2,82,130,daniel
cage,12,m,263,11435,3,39,119,daniel
cage,12,m,263,11435,4,35,114,daniel
cage,12,m,263,11435,5,60,127,daniel
cage,12,m,259,11431,1,70,121,daniel
cage,12,m,259,11431,2,41,130,daniel
cage,12,m,259,11431,3,59,110,daniel
cage,12,m,259,11431,4,54,119,daniel
cage,12,m,259,11431,5,42,133,daniel
cage,12,m,251,11413,1,70,135,daniel
cage,12,m,251,11413,2,64,122,daniel
cage,12,m,252,11414,1,73,145,daniel
cage,12,m,252,11414,2,47,117,daniel
cage,12,m,253,11415,1,39,121,daniel
cage,12,m,253,11415,2,20,125,daniel
cage,12,m,253,11415,3,36,149,daniel
cage,12,m,253,11415,4,53,128,daniel
cage,12,m,253,11415,5,53,125,daniel
cage,12,m,254,11420,1,48,120,daniel
cage,12,m,254,11420,2,37,113,daniel
cage,12,m,254,11420,3,67,140,daniel
cage,12,m,254,11420,4,50,125,daniel
cage,12,m,254,11420,5,52,113,daniel
cage,12,m,257,11429,1,35,125,daniel
cage,12,m,257,11429,2,53,117,daniel
cage,12,m,257,11429,3,30,121,daniel
cage,12,m,257,11429,4,27,115,daniel
cage,12,m,257,11429,5,24,132,daniel
cage,12,m,258,11430,1,39,117,daniel
cage,12,m,258,11430,2,46,113,daniel
cage,12,m,258,11430,3,52,126,daniel
cage,12,m,258,11430,4,61,122,daniel
cage,12,m,258,11430,5,64,130,daniel
cage,12,m,338,12149,1,35,141,daniel
cage,12,m,338,12149,2,70,128,daniel
cage,12,m,338,12149,3,109,147,daniel
cage,12,m,338,12149,4,37,151,daniel
cage,12,m,338,12149,5,60,139,daniel
cage,12,m,340,12157,1,43,119,daniel
cage,12,m,340,12157,2,103,147,daniel
cage,12,m,340,12157,3,69,125,daniel
cage,12,m,340,12157,4,81,144,daniel
cage,12,m,340,12157,5,69,147,daniel
cage,12,m,341,12158,1,83,144,daniel
cage,12,m,341,12158,2,74,140,daniel
cage,12,m,341,12158,3,24,134,daniel
cage,12,m,341,12158,4,74,119,daniel
cage,12,m,341,12158,5,19,119,daniel
cage,12,m,343,12161,1,67,148,daniel
cage,12,m,343,12161,2,105,157,daniel
cage,12,m,343,12161,3,125,148,daniel
cage,12,m,343,12161,4,65,147,daniel
cage,12,m,343,12161,5,69,154,daniel
cage,12,m,347,12168,1,91,150,daniel
cage,12,m,347,12168,2,43,142,daniel
cage,12,m,347,12168,3,55,157,daniel
cage,12,m,347,12168,4,48,117,daniel
cage,12,m,347,12168,5,40,113,daniel
cage,12,m,332,12132,1,19,135,daniel
cage,12,m,332,12132,2,52,133,daniel
cage,12,m,332,12132,3,25,115,daniel
cage,12,m,332,12132,4,9,128,daniel
cage,12,m,332,12132,5,34,115,daniel
cage,12,m,328,12128,1,19,123,daniel
cage,12,m,328,12128,2,49,107,daniel
cage,12,m,328,12128,3,62,141,daniel
cage,12,m,328,12128,4,64,105,daniel
cage,12,m,328,12128,5,25,133,daniel
cage,12,m,327,12127,1,45,124,daniel
cage,12,m,327,12127,2,70,113,daniel
cage,12,m,327,12127,3,40,124,daniel
cage,12,m,327,12127,4,60,120,daniel
cage,12,m,327,12127,5,48,108,daniel
cage,12,m,320,12117,1,55,140,daniel
cage,12,m,320,12117,2,39,110,daniel
cage,12,m,320,12117,3,47,114,daniel
cage,12,m,320,12117,4,40,117,daniel
cage,12,m,320,12117,5,33,106,daniel
cage,12,m,319,12115,1,33,122,daniel
cage,12,m,319,12115,2,44,137,daniel
cage,12,m,319,12115,3,30,107,daniel
cage,12,m,319,12115,4,56,127,daniel
cage,12,m,319,12115,5,64,123,daniel
cage,12,m,313,12105,1,33,109,daniel
cage,12,m,313,12105,2,32,146,daniel
cage,12,m,313,12105,3,40,138,daniel
cage,12,m,313,12105,4,39,117,daniel
cage,12,m,313,12105,5,30,139,daniel
cage,12,m,310,12101,1,36,132,daniel
cage,12,m,310,12101,2,78,136,daniel
cage,12,m,310,12101,3,74,139,daniel
cage,12,m,310,12101,4,75,125,daniel
cage,12,m,310,12101,5,24,131,daniel
cage,12,m,307,12083,1,68,145,daniel
cage,12,m,307,12083,2,27,127,daniel
cage,12,m,307,12083,3,35,131,daniel
cage,12,m,307,12083,4,43,125,daniel
cage,12,m,307,12083,5,30,150,daniel
cage,12,m,275,11454,1,72,131,amardeep
cage,12,m,275,11454,2,68,115,amardeep
cage,12,m,275,11454,3,71,133,amardeep
cage,12,m,275,11454,4,14,126,amardeep
cage,12,m,275,11454,5,51,136,amardeep
cage,12,m,273,11452,1,52,109,amardeep
cage,12,m,273,11452,2,41,116,amardeep
cage,12,m,273,11452,3,82,137,amardeep
cage,12,m,273,11452,4,67,125,amardeep
cage,12,m,273,11452,5,50,131,amardeep
cage,12,m,270,11448,1,65,152,amardeep
cage,12,m,270,11448,2,95,146,amardeep
cage,12,m,270,11448,3,60,132,amardeep
cage,12,m,270,11448,4,49,126,amardeep
cage,12,m,270,11448,5,78,131,amardeep
cage,12,m,267,11442,1,60,131,amardeep
cage,12,m,267,11442,2,54,125,amardeep
cage,12,m,267,11442,3,48,121,amardeep
cage,12,m,267,11442,4,52,111,amardeep
cage,12,m,267,11442,5,48,141,amardeep
cage,12,f,278,11457,1,30,117,daniel
cage,12,f,278,11457,2,44,130,daniel
cage,12,f,278,11457,3,21,128,daniel
cage,12,f,275,11454,1,21,118,daniel
cage,12,f,275,11454,2,32,120,daniel
cage,12,f,275,11454,3,46,125,daniel
cage,12,f,270,11448,1,37,149,daniel
cage,12,f,270,11448,2,48,155,daniel
cage,12,f,270,11448,3,38,111,daniel
cage,12,f,286,11469,1,38,124,daniel
cage,12,f,286,11469,2,49,116,daniel
cage,12,f,286,11469,3,32,128,daniel
cage,12,f,286,11469,4,29,108,daniel
cage,12,f,286,11469,5,33,116,daniel
cage,12,f,288,11472,1,29,113,daniel
cage,12,f,288,11472,2,35,118,daniel
cage,12,f,288,11472,3,24,110,daniel
cage,12,f,288,11472,4,24,114,daniel
cage,12,f,290,11475,1,34,119,daniel
cage,12,f,290,11475,2,30,122,daniel
cage,12,f,290,11475,3,48,126,daniel
cage,12,f,290,11475,4,31,133,daniel
cage,12,f,290,11475,5,30,130,daniel
cage,12,f,294,12009,1,24,136,daniel
cage,12,f,294,12009,2,54,135,daniel
cage,12,f,294,12009,3,43,132,daniel
cage,12,f,294,12009,4,29,132,daniel
cage,12,f,294,12009,5,46,114,daniel
cage,12,f,299,12039,1,49,142,daniel
cage,12,f,299,12039,2,54,142,daniel
cage,12,f,299,12039,3,42,128,daniel
cage,12,f,299,12039,4,33,118,daniel
cage,12,f,299,12039,5,50,132,daniel
cage,12,f,285,11468,1,54,138,daniel
cage,12,f,285,11468,2,33,116,daniel
cage,12,f,285,11468,3,43,122,daniel
cage,12,f,287,11471,1,44,144,daniel
cage,12,f,287,11471,2,33,141,daniel
cage,12,f,287,11471,3,49,128,daniel
cage,12,f,254,11420,1,31,108,daniel
cage,12,f,254,11420,2,27,133,daniel
cage,12,f,254,11420,3,8,114,daniel
cage,12,f,254,11420,4,54,139,daniel
cage,12,f,254,11420,5,42,127,daniel
cage,12,f,285,11468,4,39,123,daniel
cage,12,f,285,11468,5,56,118,daniel
cage,12,f,287,11471,4,27,142,daniel
cage,12,f,287,11471,5,40,130,daniel
cage,12,f,289,11473,1,53,135,daniel
cage,12,f,289,11473,2,38,143,daniel
cage,12,f,289,11473,3,27,137,daniel
cage,12,f,289,11473,4,30,151,daniel
cage,12,f,289,11473,5,36,141,daniel
cage,12,f,293,11478,1,51,126,daniel
cage,12,f,293,11478,2,54,140,daniel
cage,12,f,293,11478,3,33,129,daniel
cage,12,f,293,11478,4,42,128,daniel
cage,12,f,293,11478,5,40,132,daniel
cage,12,f,295,12011,1,30,116,daniel
cage,12,f,295,12011,2,43,121,daniel
cage,12,f,295,12011,3,37,113,daniel
cage,12,f,295,12011,4,34,120,daniel
cage,12,f,295,12011,5,38,121,daniel
cage,12,f,253,11415,1,45,120,daniel
cage,12,f,253,11415,2,34,117,daniel
cage,12,f,253,11415,3,50,116,daniel
cage,12,f,253,11415,4,43,126,daniel
cage,12,f,253,11415,5,17,110,daniel
cage,12,f,252,11414,1,20,107,daniel
cage,12,f,252,11414,2,6,115,daniel
cage,12,f,252,11414,3,33,127,daniel
cage,12,f,252,11414,4,19,137,daniel
cage,12,f,252,11414,5,35,104,daniel
cage,12,f,251,11413,1,26,96,daniel
cage,12,f,251,11413,2,34,113,daniel
cage,12,f,251,11413,3,18,107,daniel
cage,12,f,251,11413,4,33,126,daniel
cage,12,f,251,11413,5,37,123,daniel
cage,12,f,300,12041,1,9,152,daniel
cage,12,f,300,12041,2,35,127,daniel
cage,12,f,300,12041,3,27,139,daniel
cage,12,f,300,12041,4,25,116,daniel
cage,12,f,300,12041,5,21,111,daniel
cage,12,f,305,12080,1,53,118,daniel
cage,12,f,305,12080,2,66,151,daniel
cage,12,f,305,12080,3,33,124,daniel
cage,12,f,305,12080,4,36,117,daniel
cage,12,f,305,12080,5,37,100,daniel
cage,12,f,307,12083,1,47,143,daniel
cage,12,f,307,12083,2,51,118,daniel
cage,12,f,307,12083,3,13,130,daniel
cage,12,f,307,12083,4,32,116,daniel
cage,12,f,307,12083,5,48,114,daniel
cage,12,f,310,12101,1,44,137,daniel
cage,12,f,310,12101,2,35,125,daniel
cage,12,f,310,12101,3,46,124,daniel
cage,12,f,310,12101,4,31,109,daniel
cage,12,f,310,12101,5,45,110,daniel
cage,12,f,313,12105,1,24,117,daniel
cage,12,f,313,12105,2,14,116,daniel
cage,12,f,313,12105,3,65,144,daniel
cage,12,f,313,12105,4,42,122,daniel
cage,12,f,313,12105,5,41,108,daniel
cage,12,f,319,12115,1,43,142,daniel
cage,12,f,319,12115,2,38,122,daniel
cage,12,f,319,12115,3,68,118,daniel
cage,12,f,319,12115,4,32,121,daniel
cage,12,f,319,12115,5,18,118,daniel
cage,12,f,257,11429,1,16,143,daniel
cage,12,f,257,11429,2,35,143,daniel
cage,12,f,257,11429,3,50,147,daniel
cage,12,f,257,11429,4,27,124,daniel
cage,12,f,257,11429,5,36,146,daniel
cage,12,f,258,11430,1,35,139,daniel
cage,12,f,258,11430,2,18,116,daniel
cage,12,f,258,11430,3,17,126,daniel
cage,12,f,258,11430,4,29,134,daniel
cage,12,f,258,11430,5,28,124,daniel
cage,12,f,259,11431,1,31,132,daniel
cage,12,f,259,11431,2,36,128,daniel
cage,12,f,259,11431,3,32,134,daniel
cage,12,f,259,11431,4,51,129,daniel
cage,12,f,259,11431,5,39,136,daniel
cage,12,f,270,11448,4,43,154,daniel
cage,12,f,270,11448,5,58,141,daniel
cage,12,f,275,11454,4,32,129,daniel
cage,12,f,275,11454,5,33,113,daniel
cage,12,f,278,11457,4,23,126,daniel
cage,12,f,278,11457,5,17,116,daniel
cage,12,f,281,11462,4,30,136,daniel
cage,12,f,281,11462,5,26,129,daniel
cage,12,f,284,11466,4,60,140,daniel
cage,12,f,284,11466,5,37,107,daniel
cage,12,f,282,11464,1,24,142,daniel
cage,12,f,282,11464,2,57,134,daniel
cage,12,f,282,11464,3,50,140,daniel
cage,12,f,282,11464,4,33,134,daniel
cage,12,f,282,11464,5,46,117,daniel
cage,12,f,280,11461,1,32,112,daniel
cage,12,f,280,11461,2,46,112,daniel
cage,12,f,280,11461,3,36,113,daniel
cage,12,f,280,11461,4,40,115,daniel
cage,12,f,280,11461,5,44,128,daniel
cage,12,f,276,11455,1,22,124,daniel
cage,12,f,276,11455,2,20,109,daniel
cage,12,f,276,11455,3,41,119,daniel
cage,12,f,276,11455,4,23,128,daniel
cage,12,f,276,11455,5,38,126,daniel
cage,12,f,273,11452,1,32,116,daniel
cage,12,f,273,11452,2,34,130,daniel
cage,12,f,273,11452,3,34,108,daniel
cage,12,f,273,11452,4,42,118,daniel
cage,12,f,273,11452,5,44,126,daniel
cage,12,f,267,11442,1,28,126,daniel
cage,12,f,267,11442,2,39,132,daniel
cage,12,f,267,11442,3,21,124,daniel
cage,12,f,267,11442,4,26,111,daniel
cage,12,f,267,11442,5,44,134,daniel
cage,12,f,284,11466,1,42,130,daniel
cage,12,f,284,11466,2,29,116,daniel
cage,12,f,284,11466,3,43,128,daniel
cage,12,f,281,11462,1,46,129,daniel
cage,12,f,281,11462,2,34,127,daniel
cage,12,f,281,11462,3,34,134,daniel
cage,12,f,263,11435,1,46,125,daniel
cage,12,f,263,11435,2,35,132,daniel
cage,12,f,263,11435,3,46,122,daniel
cage,12,f,263,11435,4,38,118,daniel
cage,12,f,263,11435,5,33,120,daniel
cage,12,f,264,11436,1,30,125,daniel
cage,12,f,264,11436,2,29,121,daniel
cage,12,f,264,11436,3,15,112,daniel
cage,12,f,264,11436,4,35,100,daniel
cage,12,f,264,11436,5,36,110,daniel
cage,12,f,266,11439,1,14,110,daniel
cage,12,f,266,11439,2,12,112,daniel
cage,12,f,266,11439,3,14,100,daniel
cage,12,f,266,11439,4,33,123,daniel
cage,12,f,266,11439,5,16,114,daniel
cage,12,f,320,12117,1,25,130,daniel
cage,12,f,320,12117,2,40,119,daniel
cage,12,f,320,12117,3,41,123,daniel
cage,12,f,320,12117,4,27,118,daniel
cage,12,f,320,12117,5,41,152,daniel
cage,12,f,327,12127,1,18,103,daniel
cage,12,f,327,12127,2,35,111,daniel
cage,12,f,327,12127,3,50,134,daniel
cage,12,f,327,12127,4,43,124,daniel
cage,12,f,327,12127,5,39,120,daniel
cage,12,f,328,12128,1,48,141,daniel
cage,12,f,328,12128,2,51,169,daniel
cage,12,f,328,12128,3,41,147,daniel
cage,12,f,328,12128,4,33,123,daniel
cage,12,f,328,12128,5,38,156,daniel
cage,12,f,332,12132,1,19,132,daniel
cage,12,f,332,12132,2,43,130,daniel
cage,12,f,332,12132,3,30,125,daniel
cage,12,f,332,12132,4,35,138,daniel
cage,12,f,332,12132,5,28,114,daniel
cage,12,f,338,12149,1,28,133,daniel
cage,12,f,338,12149,2,32,132,daniel
cage,12,f,338,12149,3,22,113,daniel
cage,12,f,338,12149,4,30,124,daniel
cage,12,f,338,12149,5,28,125,daniel
cage,12,f,340,12157,1,31,122,daniel
cage,12,f,340,12157,2,29,114,daniel
cage,12,f,340,12157,3,31,125,daniel
cage,12,f,340,12157,4,32,116,daniel
cage,12,f,340,12157,5,46,120,daniel
cage,12,f,341,12158,1,42,114,daniel
cage,12,f,341,12158,2,27,125,daniel
cage,12,f,341,12158,3,49,133,daniel
cage,12,f,341,12158,4,37,123,daniel
cage,12,f,341,12158,5,19,152,daniel
cage,12,f,343,12161,1,17,136,daniel
cage,12,f,343,12161,2,50,143,daniel
cage,12,f,343,12161,3,39,159,daniel
cage,12,f,343,12161,4,49,156,daniel
cage,12,f,343,12161,5,32,144,daniel
cage,12,f,347,12168,1,43,127,daniel
cage,12,f,347,12168,2,15,138,daniel
cage,12,f,347,12168,3,13,151,daniel
cage,12,f,347,12168,4,40,132,daniel
cage,14,m,361,11482,1,52,181,daniel
cage,14,m,361,11482,2,48,183,daniel
cage,14,m,361,11482,3,17,136,daniel
cage,14,m,361,11482,4,65,145,daniel
cage,14,m,361,11482,5,38,122,daniel
cage,14,m,364,12185,1,20,105,daniel
cage,14,m,364,12185,2,49,139,daniel
cage,14,m,364,12185,3,52,151,daniel
cage,14,m,364,12185,4,68,154,daniel
cage,14,m,364,12185,5,64,155,daniel
cage,14,m,366,12183,1,80,169,daniel
cage,14,m,366,12183,2,81,143,daniel
cage,14,m,366,12183,3,28,164,daniel
cage,14,m,366,12183,4,47,153,daniel
cage,14,m,366,12183,5,55,165,daniel
cage,14,m,371,12201,1,52,150,daniel
cage,14,m,371,12201,2,57,145,daniel
cage,14,m,371,12201,3,74,128,daniel
cage,14,m,371,12201,4,36,137,daniel
cage,14,m,371,12201,5,79,148,daniel
cage,14,m,375,12193,1,62,172,daniel
cage,14,m,375,12193,2,30,150,daniel
cage,14,m,375,12193,3,55,139,daniel
cage,14,m,375,12193,4,48,152,daniel
cage,14,m,375,12193,5,79,137,daniel
cage,14,m,381,12222,1,48,138,daniel
cage,14,m,381,12222,2,45,163,daniel
cage,14,m,381,12222,3,23,124,daniel
cage,14,m,381,12222,4,33,133,daniel
cage,14,m,382,12221,1,6,136,daniel
cage,14,m,382,12221,2,9,140,daniel
cage,14,m,382,12221,3,3,132,daniel
cage,14,m,382,12221,4,17,145,daniel
cage,14,m,382,12221,5,10,116,daniel
cage,14,m,383,12219,1,54,134,daniel
cage,14,m,383,12219,2,75,124,daniel
cage,14,m,383,12219,3,58,144,daniel
cage,14,m,383,12219,4,48,127,daniel
cage,14,m,383,12219,5,32,124,daniel
cage,14,m,384,12216,1,37,121,daniel
cage,14,m,384,12216,2,26,143,daniel
cage,14,m,384,12216,3,37,148,daniel
cage,14,m,384,12216,4,44,149,daniel
cage,14,m,384,12216,5,25,136,daniel
cage,14,m,387,12209,1,41,136,daniel
cage,14,m,387,12209,2,53,166,daniel
cage,14,m,387,12209,3,25,136,daniel
